Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs
11360,TN9749,938-22-7,COc1c(Cl)cc(Cl)c(Cl)c1Cl,C7H4Cl4O,245.92,4.31,9.23,0,1,1,1,1,0.143,12,4,0,none,0.5762,0.3737,0.4952,TN9749
11361,T4273,1672-88-4,O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,C10H8N4O5,264.2,0.74,118.05,1,6,4,1,2,0.1,19,0,1,nitro_aromatic,0.4585,0.5494,0.4949,T4273
11362,T70229,173424-77-6,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,C6H14ClN3O5S2,307.78,-1.0,103.86,1,5,5,0,0,0.833,17,1,2,hydrazine;reactive_alkyl_halide,0.4645,0.54,0.4947,T70229
11363,T19859,111991-09-4,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,C15H18N6O6S,410.41,0.1,152.71,2,9,6,2,2,0.267,28,0,0,none,0.1925,0.9476,0.4946,T19859
11364,T13278,1240321-53-2,COc1cc(C(=O)c2ccc(-c3csc(NC(=O)[C@@H](N)C(C)C)n3)cc2-n2cncn2)cc(OC)c1OC,C26H28N6O5S,536.61,3.57,143.48,2,10,10,4,4,0.269,38,0,0,none,0.5805,0.3657,0.4946,T13278
11365,TQ0196,2222-07-3,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,C30H42O7,514.66,3.62,132.13,4,7,4,0,4,0.7,37,0,1,michael_vinylketone,0.664,0.2401,0.4944,TQ0196
11366,TMID-0181,358730-95-7,[2H]Oc1c([2H])c([2H])c(CCCCCCCCC)c([2H])c1[2H],C15H24O,225.39,4.69,20.23,1,1,9,1,1,0.6,16,0,0,none,0.5548,0.4035,0.4943,TMID-0181
11367,T71961,13192-04-6,COC(=O)CCC(=O)C(=O)OC,C7H10O5,174.15,-0.32,69.67,0,5,4,0,0,0.571,12,0,0,none,0.529,0.4417,0.4941,T71961
11368,TNU0025,26783-39-1,Nc1nc(NCc2ccco2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,C15H18N6O5,362.35,-0.77,164.71,5,10,5,3,4,0.4,26,0,0,none,0.1567,1.0,0.494,TNU0025
11369,T34627,7470-44-2,c1cc2c(cc1CC1CO1)OCO2,C10H10O3,178.19,1.36,30.99,0,3,2,1,3,0.4,13,0,1,epoxide,0.6836,0.2088,0.4937,T34627
11370,T4737,653-63-4,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,C10H14N5O6P,331.23,-0.83,165.84,4,8,4,2,3,0.5,22,0,0,none,0.1558,1.0,0.4935,T40370;T4737
11371,T7658,13515-99-6,COC(=O)CC[C@H](N)C(=O)OC,C7H13NO4,175.18,-0.56,78.62,1,5,4,0,0,0.714,12,0,0,none,0.5247,0.4461,0.4932,T7658
11372,T6210,64984-31-2,NS(=O)(=O)C#Cc1ccccc1,C8H7NO2S,181.22,0.28,60.16,1,2,0,1,1,0.0,12,0,0,none,0.5737,0.3719,0.493,T6210
11373,T28394,291533-11-4,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1,C24H27N3O7S,501.56,1.4,134.27,3,7,9,2,3,0.333,35,0,0,none,0.4655,0.5337,0.4928,T28394
11374,TN1013,3877-86-9,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,C30H44O7,516.68,2.93,132.13,4,7,4,0,4,0.767,37,0,1,michael_vinylketone,0.6672,0.2311,0.4928,TN1013
11375,TN9462,2432-11-3,Oc1c(-c2ccccc2)cccc1-c1ccccc1,C18H14O,246.31,4.73,20.23,1,1,2,3,3,0.0,19,0,0,none,0.559,0.3934,0.4928,TN9462
11376,T9968,937724-81-7,O=C(C1CCCNC1)N1CCCC1,C10H18N2O,182.27,0.61,32.34,1,2,1,0,2,0.9,13,0,0,none,0.5033,0.4765,0.4926,T9968
11377,T8062,56187-47-4,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,C18H15Cl2N5O5S3,548.46,1.85,134.49,2,9,7,2,4,0.333,33,2,0,none,0.5954,0.3381,0.4925,T8062
11378,T8048,537-67-7,c1ccc(Nc2ccccc2)cc1,C12H11N,169.23,3.43,12.03,1,1,2,2,2,0.0,13,0,0,none,0.7262,0.1418,0.4925,T8048
11379,T84151,3681-78-5,CCCCCCCCCCCC(=O)OCCC,C15H30O2,242.4,4.86,26.3,0,2,12,0,0,0.933,17,0,0,none,0.4978,0.4843,0.4924,T84151
11380,T84152,28267-29-0,CCCCCCCCCCCCC(=O)OCC,C15H30O2,242.4,4.86,26.3,0,2,12,0,0,0.933,17,0,0,none,0.4978,0.4843,0.4924,T84152
11381,T6799,1807988-47-1,Fc1ccc(Nc2nc(Nc3ccc(-c4nc5ccccc5[nH]4)cc3)nc(N3CCOCC3)n2)cc1,C26H23FN8O,482.52,4.88,103.88,3,8,6,5,6,0.154,36,1,0,none,0.6022,0.3277,0.4924,T6799
11382,TN6901,124-10-7,CCCCCCCCCCCCCC(=O)OC,C15H30O2,242.4,4.86,26.3,0,2,12,0,0,0.933,17,0,0,none,0.4978,0.4843,0.4924,TN6901
11383,T210450,77501-90-7,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],C18H13ClF3NO7,447.75,4.78,104.97,0,7,7,2,2,0.222,30,4,1,nitro_aromatic,0.6829,0.206,0.4921,T210450
11384,T1627,76824-35-6,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,C8H15N7O2S3,337.46,-0.77,175.83,4,6,7,1,1,0.375,20,0,0,none,0.1533,1.0,0.492,T1627
11385,TN9518,26274-35-1,c1ccc(-c2ccnc(-c3ccccc3)c2)cc1,C17H13N,231.3,4.42,12.89,0,1,2,3,3,0.0,18,0,0,none,0.5788,0.3611,0.4918,TN9518
11386,TN9505,15827-72-2,c1ccc(-c2ccc(-c3ccccc3)nc2)cc1,C17H13N,231.3,4.42,12.89,0,1,2,3,3,0.0,18,0,0,none,0.5788,0.3611,0.4918,TN9505
11387,TN9491,3558-69-8,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,C17H13N,231.3,4.42,12.89,0,1,2,3,3,0.0,18,0,0,none,0.5788,0.3611,0.4918,TN9491
11388,T32039,2253733-10-5,N[C@H](CNC(=O)c1cc2ccc(O)cc2oc1=O)C(=O)O,C13H12N2O6,292.25,-0.36,142.86,4,6,4,2,2,0.154,21,0,0,none,0.2003,0.9291,0.4918,T32039
11389,TN9636,1992/7/9,c1ccc(-c2cncc(-c3ccccc3)c2)cc1,C17H13N,231.3,4.42,12.89,0,1,2,3,3,0.0,18,0,0,none,0.5788,0.3611,0.4918,TN9636
11390,TYD-02598,17470-24-5,NC(Cc1cccnc1)C(=O)O,C8H10N2O2,166.18,0.04,76.21,2,3,3,1,1,0.25,12,0,0,none,0.5716,0.3719,0.4917,TYD-02598
11391,T40012,,O=C(O)CCNC(=O)CNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,C18H18N4O7,402.36,-0.91,161.98,4,7,7,1,3,0.333,29,0,0,none,0.1577,0.9925,0.4916,T40012
11392,T40006,,O=C(O)CCNC(=O)CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C18H18N4O7,402.36,-0.91,161.98,4,7,7,1,3,0.333,29,0,0,none,0.1577,0.9925,0.4916,T40006
11393,TN9689,10551-58-3,CC(=O)OCc1ccc(C=O)o1,C8H8O4,168.15,1.16,56.51,0,4,3,1,1,0.25,12,0,1,aldehyde,0.7322,0.1297,0.4912,TN9689
11394,T0192,102767-28-2,CC[C@@H](C(N)=O)N1CCCC1=O,C8H14N2O2,170.21,-0.13,63.4,1,2,3,0,1,0.75,12,0,0,none,0.5348,0.4255,0.4911,T0192
11395,T2712,130656-51-8,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,C19H27N5O5,405.46,0.33,122.64,2,7,11,2,2,0.474,29,0,1,nitro_aromatic,0.3192,0.7487,0.491,T2712
11396,TQ0277,2097132-94-8,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,C27H32FN9O2,533.61,4.2,135.53,3,8,8,4,5,0.407,39,1,0,none,0.5448,0.4101,0.4909,TQ0277
11397,T2S1181,38412-46-3,COc1cc(-c2c(C)cc(O)cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)oc(=O)c1,C19H22O10,410.38,-0.49,159.05,5,10,5,2,3,0.421,29,0,0,none,0.1639,0.9811,0.4908,T2S1181
11398,T37784,877-43-0,Cc1ccc2nc(C)ccc2c1,C11H11N,157.22,2.85,12.89,0,1,0,2,2,0.182,12,0,0,none,0.718,0.1495,0.4906,T37784
11399,TN1018,66056-22-2,C/C=C(/C)C(=O)Oc1c(OC)c(OC)cc2c1-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C2,C28H36O8,500.59,4.75,92.68,1,8,7,2,3,0.464,36,0,1,michael_acrylate,0.7527,0.0973,0.4906,TN1018
11400,T20571,46026-75-9,O=C(O)[C@H]1CCCN[C@H]1C(=O)O,C7H11NO4,173.17,-0.48,86.63,3,3,2,0,1,0.714,12,0,0,none,0.5259,0.4376,0.4906,T20571
11401,TN9778,93-18-5,CCOc1ccc2ccccc2c1,C12H12O,172.23,3.24,9.23,0,1,2,2,2,0.167,13,0,0,none,0.7058,0.1677,0.4906,TN9778
11402,TN9709,1463-17-8,Cc1ccc2cccc(C)c2n1,C11H11N,157.22,2.85,12.89,0,1,0,2,2,0.182,12,0,0,none,0.718,0.1495,0.4906,TN9709
11403,TN2272,66069-55-4,C/C=C(\C)C(=O)Oc1c(OC)c(OC)cc2c1-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C2,C28H36O8,500.59,4.75,92.68,1,8,7,2,3,0.464,36,0,1,michael_acrylate,0.7527,0.0973,0.4906,TN2272
11404,TN9268,1198-37-4,Cc1cc(C)c2ccccc2n1,C11H11N,157.22,2.85,12.89,0,1,0,2,2,0.182,12,0,0,none,0.718,0.1495,0.4906,TN9268
11405,T20238,132-64-9,c1ccc2c(c1)oc1ccccc12,C12H8O,168.19,3.59,13.14,0,1,0,3,3,0.0,13,0,0,none,0.7183,0.1488,0.4905,T20238
11406,T5388,100-26-5,O=C(O)c1ccc(C(=O)O)nc1,C7H5NO4,167.12,0.48,87.49,2,3,2,1,1,0.0,12,0,0,none,0.6083,0.3131,0.4902,T5388
11407,T2167,499-80-9,O=C(O)c1ccnc(C(=O)O)c1,C7H5NO4,167.12,0.48,87.49,2,3,2,1,1,0.0,12,0,0,none,0.6083,0.3131,0.4902,T2167
11408,T1420,1642-54-2,CCN(CC)C(=O)N1CCN(C)CC1,C10H21N3O,199.3,0.7,26.79,0,2,2,0,1,0.9,14,0,0,none,0.4688,0.5224,0.4902,T1420
11409,T4096,89-00-9,O=C(O)c1cccnc1C(=O)O,C7H5NO4,167.12,0.48,87.49,2,3,2,1,1,0.0,12,0,0,none,0.6083,0.3131,0.4902,T4096
11410,T18295,2250216-91-0,CC(C)(C)OC(=O)CCOCCOCCOCCOCCOCCN1C(=O)C=CC1=O,C21H35NO9,445.51,0.73,109.83,0,9,18,0,1,0.762,31,0,1,michael_acrylamide,0.4309,0.5785,0.49,T18295
11411,T14839,778649-18-6,C=C1C(=O)O[C@@H](CCC)[C@@H]1C(=O)O,C9H12O4,184.19,0.97,63.6,1,3,3,0,1,0.556,13,0,1,michael_acrylate,0.6599,0.235,0.4899,T14839
11412,T13995,73043-80-8,Cn1c(=O)oc(=O)c2ccc([N+](=O)[O-])cc21,C9H6N2O5,222.16,0.4,95.35,0,5,1,2,2,0.111,16,0,1,nitro_aromatic,0.5865,0.3447,0.4898,T13995
11413,T29303,4693-01-0,Cn1c(=O)oc(=O)c2cc([N+](=O)[O-])ccc21,C9H6N2O5,222.16,0.4,95.35,0,5,1,2,2,0.111,16,0,1,nitro_aromatic,0.5865,0.3447,0.4898,T29303
11414,T79888,1835666-87-9,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(C)c4ccccc43)n2)c(OC)cc1N(C)CCN(C)C,C28H33N7O2,499.62,4.6,87.55,2,7,10,4,4,0.25,37,0,1,michael_acrylamide,0.7358,0.1209,0.4898,T79888
11415,T8753,1219957-57-9,CN(C)CCNC(=O)C(C)(C)N,C8H19N3O,173.26,-0.6,58.36,2,3,4,0,0,0.875,12,0,0,none,0.5242,0.438,0.4897,T8753
11416,T5269,6205-08-9,CC(=O)N[C@@H](CCCN)C(=O)O,C7H14N2O3,174.2,-0.69,92.42,3,3,5,0,0,0.714,12,0,0,none,0.5214,0.4419,0.4896,T5269
11417,T2800,3081-61-6,CCNC(=O)CC[C@H](N)C(=O)O,C7H14N2O3,174.2,-0.69,92.42,3,3,5,0,0,0.714,12,0,0,none,0.5214,0.4419,0.4896,T2800
11418,TP3271,2185-16-2,CC(=O)NCCC[C@H](N)C(=O)O,C7H14N2O3,174.2,-0.69,92.42,3,3,5,0,0,0.714,12,0,0,none,0.5214,0.4419,0.4896,TP3271
11419,T16974,1450833-55-2,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O,C19H20F3N5O5S2,519.53,1.75,152.07,4,9,7,3,4,0.368,34,3,0,none,0.5081,0.4608,0.4892,T16974
11420,T19977,128-44-9,O=C1NS(=O)(=O)c2ccccc21,C7H5NO3S,183.19,0.12,63.24,1,3,0,1,2,0.0,12,0,0,none,0.5615,0.3805,0.4891,T0889;T19977;T6974
11421,T8104,1963-21-9,CC(C)[C@H](NC(=O)CN)C(=O)O,C7H14N2O3,174.2,-0.83,92.42,3,3,4,0,0,0.714,12,0,0,none,0.5204,0.4419,0.489,T8104
11422,T19583,289479-94-3,CCn1cnc2c(Nc3cccc(NC(=O)C#Cc4ccc(C)cc4)c3)nc(N[C@H]3CC[C@H](O)CC3)nc21,C29H31N7O2,509.61,4.6,116.99,4,7,6,4,5,0.31,38,0,0,none,0.5885,0.339,0.4887,T19583
11423,T0813,59-66-5,CC(=O)Nc1nnc(S(N)(=O)=O)s1,C4H6N4O3S2,222.25,-0.86,115.04,2,6,2,1,1,0.25,13,0,0,none,0.3938,0.6299,0.4883,T0813;T60351
11424,T4S0176,33457-62-4,O=C(/C=C/C=C/c1ccccc1)CCc1ccccc1,C19H18O,262.35,4.46,17.07,0,1,6,2,2,0.105,20,0,1,michael_vinylketone,0.6024,0.3162,0.4879,T4S0176
11425,T25240,3544-94-3,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,C15H16Cl2N2O8,423.21,1.32,156.07,3,7,10,1,1,0.4,27,2,1,nitro_aromatic,0.3582,0.6802,0.487,T25240
11426,T7479,6790-58-5,CC1(C)CCC[C@]2(C)[C@H]3CCO[C@]3(C)CC[C@@H]12,C16H28O,236.4,4.41,9.23,0,1,0,0,3,1.0,17,0,0,none,0.5093,0.4531,0.4869,T7479
11427,T78082,70351-51-8,CC(=O)C=C1C(=O)N(C)c2ccccc21,C12H11NO2,201.22,1.64,37.38,0,2,1,1,2,0.167,15,0,2,michael_vinylketone;michael_acrylamide,0.8078,0.0054,0.4868,T78082
11428,TN9264,38462-22-5,CC1CCC(C(C)(C)S)C(=O)C1,C10H18OS,186.32,2.7,17.07,1,2,1,0,1,0.9,12,0,1,free_thiol,0.7344,0.1152,0.4867,TN9264
11429,T5589,704-15-4,NCC(=O)N1CCC[C@H]1C(=O)O,C7H12N2O3,172.18,-0.98,83.63,2,3,2,0,1,0.714,12,0,0,none,0.5215,0.4336,0.4864,T5589
11430,T24733,176022-59-6,CCCCOC(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)OC,C21H29N5O6,447.49,1.04,165.19,4,8,11,1,2,0.476,32,0,0,none,0.2647,0.8189,0.4864,T24733
11431,TN9555,141-10-6,CC(=O)C=CC=C(C)CCC=C(C)C,C13H20O,192.3,3.82,17.07,0,1,5,0,0,0.462,14,0,1,michael_vinylketone,0.7154,0.1424,0.4862,TN9555
11432,T28754,163126-81-6,CC1(C)[N+]([O-])=c2ccc([N+](=O)[O-])cc2=[N+]1[O-],C9H9N3O4,223.19,-0.68,95.28,0,4,1,1,2,0.333,16,0,1,nitro_aromatic,0.54,0.4055,0.4862,T28754
11433,T27399,124012-42-6,COc1cc(C(=O)Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)cc(OC)c1OC,C19H22FN3O8,439.4,0.3,141.37,3,9,6,2,3,0.421,31,1,0,none,0.2384,0.8577,0.4861,T27399
11434,T17681,391684-36-9,CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCC(=O)O,C19H37NO10,439.5,0.7,131.01,2,9,20,0,0,0.895,30,0,0,none,0.238,0.8572,0.4857,T17681
11435,T5029,33996-33-7,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,C7H11NO4,173.17,-0.95,77.84,2,3,1,0,1,0.714,12,0,0,none,0.5176,0.4376,0.4856,T5029
11436,T20882,62-23-7,O=C(O)c1ccc([N+](=O)[O-])cc1,C7H5NO4,167.12,1.29,80.44,1,3,2,1,1,0.0,12,0,1,nitro_aromatic,0.7672,0.0631,0.4856,T20882
11437,T14693,1361200-34-1,CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(N)=O)C(=O)CNCCc1ccccc1F,C25H38FN5O4,491.61,0.77,116.05,2,5,15,1,2,0.6,35,1,0,none,0.4101,0.5984,0.4855,T14693
11438,TN1643,61012-31-5,COc1cc(/C=C/C(N)=O)ccc1O,C10H11NO3,193.2,0.9,72.55,2,3,3,1,1,0.1,14,0,1,michael_acrylamide,0.675,0.2009,0.4853,TN1643
11439,T8085,32233-40-2,O=C1C[C@@H]2[C@@H](CO)[C@H](O)C[C@@H]2O1,C8H12O4,172.18,-0.71,66.76,2,4,1,0,2,0.875,12,0,0,none,0.5191,0.4336,0.4849,T8085
11440,T41081,93697-74-6,CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,C14H18N6O7S,414.4,-0.09,163.63,2,10,7,2,2,0.357,28,0,0,none,0.1711,0.9552,0.4847,T41081
11441,TN2273,69176-51-8,CC=C(C)C(=O)OC1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2OC)OCO3)CC(C)C1(C)O,C28H34O9,514.57,4.61,101.91,1,9,6,2,4,0.464,37,0,1,michael_acrylate,0.75,0.0866,0.4846,TN2273
11442,T6895,1096708-71-2,CC(NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,C17H12Cl2F3N7O2S,506.3,3.98,135.78,3,8,5,3,3,0.176,32,5,0,none,0.626,0.2723,0.4845,T6895
11443,T5267,1188-37-0,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,C7H11NO5,189.17,-0.56,103.7,3,3,5,0,0,0.571,13,0,0,none,0.4689,0.5073,0.4843,T5267
11444,T22311,498-59-9,N[C@@H](CSCSC[C@H](N)C(=O)O)C(=O)O,C7H14N2O4S2,254.33,-0.77,126.64,4,6,8,0,0,0.714,15,0,0,none,0.2553,0.8278,0.4843,T22311
11445,T6962,161735-79-1,C#CCN[C@@H]1CCc2ccccc21,C12H13N,171.24,1.9,12.03,1,1,2,1,2,0.333,13,0,0,none,0.6514,0.2334,0.4842,T1119;T6962
11446,TQ0056,39685-31-9,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,C17H17N3O8S,423.4,-0.07,147.74,2,9,7,1,3,0.353,29,0,0,none,0.1944,0.9176,0.4837,TQ0056
11447,T6243,112648-68-7,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](NCCCCCCN3C(=O)C=CC3=O)CC[C@@H]12,C29H40N2O3,464.65,4.99,58.64,1,4,9,1,5,0.655,34,0,1,michael_acrylamide,0.6823,0.1855,0.4835,T6243
11448,T1023,33564-30-6,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,C16H17N3O7S2,427.46,0.1,148.26,3,8,7,1,3,0.375,28,0,0,none,0.2016,0.9057,0.4833,T1023;T20643
11449,T11165,170984-72-2,CC[C@](N)(CCC(=O)O)C(=O)O,C7H13NO4,175.18,0.04,100.62,3,3,5,0,0,0.714,12,0,0,none,0.508,0.4461,0.4832,T11165
11450,T71830,428497-71-6,O=C(O)COc1ccc(Br)cc1C=C1SC(=O)N(Cc2ccc(Cl)cc2)C1=O,C19H13BrClNO5S,482.74,4.8,83.91,1,5,6,2,3,0.105,28,2,1,michael_acrylamide,0.7427,0.0928,0.4827,T71830
11451,T36711,329932-55-0,Cc1ccc(C(=O)COC(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1,C23H17N3O8,463.4,4.1,158.75,1,8,8,3,3,0.087,34,0,1,nitro_aromatic,0.5302,0.4116,0.4827,T36711
11452,T85317,72003-83-9,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,C10H15N5O9P2,411.2,-0.72,212.37,5,10,6,2,3,0.5,26,0,0,none,0.1526,0.978,0.4827,T85317
11453,T7452,1504-74-1,COc1ccccc1C=CC=O,C10H10O2,162.19,1.91,26.3,0,2,3,1,1,0.1,12,0,1,aldehyde,0.7827,0.0318,0.4824,T7452
11454,T38514,113852-41-8,Nc1nc(N)c2ncn(CCOCP(=O)(O)O)c2n1,C8H13N6O4P,288.2,-0.86,162.4,4,7,5,2,2,0.375,19,0,0,none,0.1576,0.9696,0.4824,T38514
11455,TN3048,1963-36-6,COc1ccc(C=CC=O)cc1,C10H10O2,162.19,1.91,26.3,0,2,3,1,1,0.1,12,0,1,aldehyde,0.7827,0.0318,0.4824,TN3048
11456,T1696,20980-22-7,c1cnc(N2CCNCC2)nc1,C8H12N4,164.21,-0.11,41.05,1,4,1,1,2,0.5,12,0,0,none,0.5359,0.4016,0.4822,T1696
11457,T16130,1609584-72-6,COc1cc(N2CCC(O)CC2)ccc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2nc[nH]c2n1,C26H31N7O4S,537.65,3.99,145.36,4,10,8,4,5,0.346,38,0,0,none,0.5496,0.381,0.4822,T16130
11458,T4S0998,6807-83-6,OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O,C22H22O10,446.41,0.2,136.3,4,10,3,2,6,0.455,32,0,0,none,0.2542,0.8242,0.4822,T4S0998
11459,T34093,330-13-2,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,C6H6NO6P,219.09,1.07,109.9,2,4,3,1,1,0.0,14,0,1,nitro_aromatic,0.6024,0.3015,0.4821,T34093;T67689
11460,T21883,2753-30-2,CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]12C,C28H34O7,482.57,4.56,95.34,0,7,2,1,6,0.679,35,0,2,michael_vinylketone;epoxide,0.7974,0.0079,0.4816,T21883
11461,T1041,115436-72-1,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,C7H11NO7P2,283.11,-0.37,148.18,5,4,4,1,1,0.286,17,0,0,none,0.1839,0.9276,0.4814,T0379;T1041
11462,T73397,2919962-53-9,O=C(NCCO)c1cc(C(=O)NCCO)cc(C(=O)NCC2CCN(CC3CCCCC3)CC2)c1,C26H40N4O5,488.63,1.15,131.0,5,6,11,1,3,0.654,35,0,0,none,0.3917,0.6131,0.4803,T73397
11463,T2724,1139-30-6,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,C15H24O,220.36,3.94,12.53,0,1,0,0,3,0.867,16,0,1,epoxide,0.6448,0.2332,0.4801,T2724
11464,TN9251,531-67-9,C1CCC(C2CCCCN2)NC1,C10H20N2,168.28,1.27,24.06,2,2,1,0,2,1.0,12,0,0,none,0.5613,0.3583,0.4801,TN9251
11465,T20388,86-28-2,CCn1c2ccccc2c2ccccc21,C14H13N,195.26,3.81,4.93,0,0,1,3,3,0.143,15,0,0,none,0.653,0.2205,0.48,T20388
11466,T14140,666-99-9,CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,C22H40O7,416.56,4.85,132.13,4,4,20,0,0,0.864,29,0,0,none,0.3233,0.7141,0.4796,T14140
11467,T11032,146255-66-5,NC(C(=O)O)c1cc(O)cc(O)c1,C8H9NO4,183.16,0.18,103.78,4,4,2,1,1,0.125,13,0,0,none,0.5243,0.4117,0.4792,T11032
11468,T28663,81965-43-7,CN(CC(N)=O)C(=O)N(CCCl)N=O,C6H11ClN4O3,222.63,-0.25,96.07,1,4,5,0,0,0.667,14,1,1,reactive_alkyl_halide,0.519,0.4193,0.4791,T28663
11469,T16363,1263373-43-8,COC[C@@H](C)N[C@H]1CC[C@H](Nc2cc(-c3cccc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,C27H37ClN6O2,513.09,4.88,104.12,3,8,10,2,4,0.593,36,1,0,none,0.6359,0.2433,0.4789,T16363
11470,TN7147,116569-08-5,O=C1Nc2cc(O)ccc2C1=O,C8H5NO3,163.13,0.53,66.4,2,3,0,1,2,0.0,12,0,0,none,0.5993,0.2975,0.4786,TN7147
11471,T5712,471-05-6,C/C1=C\CC(C)(C)/C=C/C(=O)/C(C)=C/CC1,C15H22O,218.34,4.21,17.07,0,1,0,0,1,0.533,16,0,1,michael_vinylketone,0.6222,0.2631,0.4785,T5712
11472,T10467,1891087-61-8,COc1cnccc1Nc1nc(-c2nn(Cc3c(F)cc(OCCO)cc3F)c3ccccc23)ncc1OC,C27H24F2N6O4,534.52,4.35,116.44,2,9,10,5,5,0.185,39,2,0,none,0.5987,0.2979,0.4784,T10467
11473,T9339,2582757-90-0,COc1cc(-c2cc(OP(=O)(O)O)cc(-c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,C24H27O10P,506.44,4.54,122.14,2,8,10,3,3,0.25,35,0,0,none,0.5566,0.3611,0.4784,T9339
11474,TN6703,1754-62-7,COC(=O)/C=C/c1ccccc1,C10H10O2,162.19,1.87,26.3,0,2,2,1,1,0.1,12,0,1,michael_acrylate,0.7749,0.0318,0.4777,TN6703
