Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs
11244,T16662,112-60-7,OCCOCCOCCOCCO,C8H18O5,194.23,-0.98,68.15,2,5,10,0,0,1.0,13,0,0,none,0.492,0.5306,0.5075,T16662
11245,TN1278,92117-94-7,COc1ccc(-c2coc3c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)ccc3c2=O)cc1,C22H22O9,430.41,0.69,149.82,5,9,4,3,4,0.318,31,0,0,none,0.2602,0.8785,0.5075,TN1278
11246,T10815,16534-24-0,O=C(O)CNC(=O)/C=C/c1ccccc1,C11H11NO3,205.21,0.9,66.4,2,2,4,1,1,0.091,15,0,1,michael_acrylamide,0.6752,0.2557,0.5074,T10815
11247,T2S0961,94-41-7,O=C(/C=C/c1ccccc1)c1ccccc1,C15H12O,208.26,3.58,17.07,0,1,3,2,2,0.0,16,0,1,michael_vinylketone,0.7665,0.1185,0.5073,T2S0961
11248,T18578,932741-19-0,C#CCOCCOCCOCCN,C9H17NO3,187.24,-0.37,53.71,1,4,9,0,0,0.778,13,0,0,none,0.5128,0.4986,0.5071,T18578
11249,T73493,2763831-53-2,CC(C)C(=O)Nc1nc2cc(-c3ccc4c(c3)c(C(=O)NC(C)c3ccccc3)cn4C)ccn2n1,C28H28N6O2,480.57,4.97,93.32,2,4,6,5,5,0.214,36,0,0,none,0.6336,0.3167,0.5069,T73493
11250,T77634,947696-17-5,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,C23H21Cl2N5O2,470.36,4.86,83.18,1,5,5,3,4,0.261,32,2,1,hydrazine,0.7292,0.1735,0.5069,T77634
11251,T14065,2715-68-6,CCn1cnc2c(N)ncnc21,C7H9N5,163.18,0.43,69.62,1,4,1,2,2,0.286,12,0,0,none,0.5986,0.3691,0.5068,T14065
11252,T81677,15191-21-6,O=CN[C@@H](Cc1cnc[nH]1)C(=O)O,C7H9N3O3,183.17,-0.85,95.08,3,3,5,1,1,0.286,13,0,0,none,0.5435,0.4519,0.5068,T81677
11253,T5263,1198-84-1,O=C(O)C(O)c1ccc(O)cc1,C8H8O4,168.15,0.51,77.76,3,3,2,1,1,0.125,12,0,0,none,0.6122,0.3484,0.5067,T5263
11254,T7634,17119-15-2,O=C(O)C(O)c1cccc(O)c1,C8H8O4,168.15,0.51,77.76,3,3,2,1,1,0.125,12,0,0,none,0.6122,0.3484,0.5067,T7634
11255,T63643,2682003-36-5,C=CC(=O)N1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,C28H27N9O2,521.59,3.99,114.19,1,9,6,5,6,0.214,39,0,1,michael_acrylamide,0.7356,0.1633,0.5067,T63643
11256,T17440,2376111-92-9,NCCOCCOCCOCCOCCOCCOCCOCCC(=O)O,C17H35NO9,397.47,-0.46,127.93,2,9,23,0,0,0.941,27,0,0,none,0.1776,1.0,0.5066,T17440
11257,T10492,1208313-97-6,C[C@@H](O)CCOC(=O)C[C@@H](C)O,C8H16O4,176.21,0.07,66.76,2,4,5,0,0,0.875,12,0,0,none,0.5441,0.4504,0.5066,T10492
11258,TN8710,51776-39-7,C[C@]1(C(=O)O)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,C30H46O7,518.69,4.24,135.29,5,5,3,0,5,0.867,37,0,0,none,0.5398,0.4567,0.5066,TN8710
11259,T13253,1387560-01-1,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,C19H15ClF7N5O2,513.8,4.46,102.49,2,6,3,2,3,0.368,34,8,0,none,0.7859,0.0871,0.5064,T13253
11260,T19031,29270-56-2,O=[N+]([O-])c1ccc(F)c2nonc12,C6H2FN3O3,183.1,1.27,82.06,0,5,1,2,2,0.0,13,1,1,nitro_aromatic,0.7572,0.1301,0.5064,T19031
11261,T78223,7432-23-7,N[C@@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)O,C14H18N2O6,310.31,-0.3,149.95,5,5,8,1,1,0.357,22,0,0,none,0.1773,1.0,0.5064,T78223
11262,T87334,2763831-43-0,C[C@H](NC(=O)c1cn(C)c2ccc(-c3ccn4nc(NC(=O)C5CC5)nc4c3)cc12)c1cccc(F)c1,C28H25FN6O2,496.55,4.87,93.32,2,4,6,5,6,0.214,37,1,0,none,0.6585,0.278,0.5063,T87334
11263,T7444,938-55-6,CN(C)c1ncnc2[nH]cnc12,C7H9N5,163.18,0.42,57.7,1,4,1,2,2,0.286,12,0,0,none,0.5976,0.3691,0.5062,T7444
11264,T3335,635728-49-3,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,C27H37N3O7S,547.67,2.38,140.42,3,8,11,2,4,0.519,38,0,0,none,0.6047,0.3575,0.5058,T2324;T3335
11265,TN9502,3475-21-6,Cc1ccnc(-c2ccccc2)c1,C12H11N,169.23,3.06,12.89,0,1,1,2,2,0.083,13,0,0,none,0.7289,0.1713,0.5058,TN9502
11266,TN9734,27012-22-2,Cc1ccc(-c2ccccc2)nc1,C12H11N,169.23,3.06,12.89,0,1,1,2,2,0.083,13,0,0,none,0.7289,0.1713,0.5058,TN9734
11267,TN9452,10273-90-2,Cc1cccnc1-c1ccccc1,C12H11N,169.23,3.06,12.89,0,1,1,2,2,0.083,13,0,0,none,0.7289,0.1713,0.5058,TN9452
11268,TN9255,19352-29-5,Cc1ccncc1-c1ccccc1,C12H11N,169.23,3.06,12.89,0,1,1,2,2,0.083,13,0,0,none,0.7289,0.1713,0.5058,TN9255
11269,T207073,10477-94-8,Cc1cncc(-c2ccccc2)c1,C12H11N,169.23,3.06,12.89,0,1,1,2,2,0.083,13,0,0,none,0.7289,0.1713,0.5058,T207073
11270,T7759,1799711-25-3,NCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,C19H22N4O6,402.41,-0.68,147.9,3,7,8,1,3,0.421,29,0,0,none,0.1762,1.0,0.5057,T7759
11271,T7474,2942-42-9,O=[N+]([O-])c1cccc2cn[nH]c12,C7H5N3O2,163.14,1.47,71.82,1,3,1,2,2,0.0,12,0,1,nitro_aromatic,0.811,0.0475,0.5056,T7474
11272,TN9319,613-45-6,COc1ccc(C=O)c(OC)c1,C9H10O3,166.18,1.52,35.53,0,3,3,1,1,0.222,12,0,1,aldehyde,0.7657,0.1149,0.5054,TN9319
11273,TYD-00519,7311-34-4,COc1cc(C=O)cc(OC)c1,C9H10O3,166.18,1.52,35.53,0,3,3,1,1,0.222,12,0,1,aldehyde,0.7657,0.1149,0.5054,TYD-00519
11274,TN9217,1993/2/7,COc1ccc(OC)c(C=O)c1,C9H10O3,166.18,1.52,35.53,0,3,3,1,1,0.222,12,0,1,aldehyde,0.7657,0.1149,0.5054,TN9217
11275,T2975,86-51-1,COc1cccc(C=O)c1OC,C9H10O3,166.18,1.52,35.53,0,3,3,1,1,0.222,12,0,1,aldehyde,0.7657,0.1149,0.5054,T2975
11276,TYD-00101,3392-97-0,COc1cccc(OC)c1C=O,C9H10O3,166.18,1.52,35.53,0,3,3,1,1,0.222,12,0,1,aldehyde,0.7657,0.1149,0.5054,TYD-00101
11277,T32098L,,NCCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,C10H16N4O3,240.26,-0.74,121.1,4,4,7,1,1,0.5,17,0,0,none,0.3369,0.7583,0.5054,T32098L
11278,T5657,120-14-9,COc1ccc(C=O)cc1OC,C9H10O3,166.18,1.52,35.53,0,3,3,1,1,0.222,12,0,1,aldehyde,0.7657,0.1149,0.5054,T5657
11279,T21738,1221971-47-6,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,C21H14Cl2N2O4S,461.33,4.82,95.5,3,4,3,3,4,0.0,30,2,1,michael_acrylamide,0.7293,0.1687,0.5051,T21738
11280,T38927,1446715-47-4,O=[N+]([O-])c1cccc2nc(CNc3nc(N4CCOCC4)nc4c3ncn4-c3ccsc3)[nH]c12,C21H19N9O3S,477.51,3.11,139.92,2,10,6,5,6,0.238,34,0,1,nitro_aromatic,0.5896,0.3781,0.505,T38927
11281,T75004,2700263-58-5,O=C(NN=Cc1ccc([N+](=O)[O-])s1)c1ccc(OCCCCCCN2CCCCC2)cc1,C23H30N4O4S,458.58,4.85,97.07,1,7,12,2,3,0.478,32,0,1,nitro_aromatic,0.6601,0.2721,0.5049,T75004
11282,T38722,132489-69-1,CC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,C15H19N3O7,353.33,-0.83,149.71,5,8,4,1,2,0.4,25,0,0,none,0.1748,1.0,0.5049,T38722
11283,T36375,1637573-04-6,CC(=O)OC[C@H](COc1ccc(C(C)(C)c2ccc(OC[C@@H](CCl)OC(C)=O)cc2)cc1)OC(C)=O,C27H33ClO8,521.01,4.44,97.36,0,8,13,2,2,0.444,36,1,1,reactive_alkyl_halide,0.7587,0.124,0.5048,T36375
11284,T9516,144348-08-3,Nc1nc(NN=CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C17H25N7O4,391.43,-0.0,163.93,5,10,5,2,4,0.647,28,0,0,none,0.1747,1.0,0.5048,T9516
11285,T64458,1912399-75-7,O=C(c1cccc(-c2nc3ccccc3[nH]2)n1)N1CCN(C(=O)c2cccc(-c3nc4ccccc4[nH]3)n2)CC1,C30H24N8O2,528.58,4.16,123.76,2,6,4,6,7,0.133,40,0,0,none,0.5981,0.3638,0.5044,T64458
11286,T0780,101-26-8,CN(C)C(=O)Oc1ccc[n+](C)c1,C9H13N2O2+,181.22,0.57,33.42,0,2,1,1,1,0.333,13,0,0,none,0.5371,0.4552,0.5043,T0780;T8631
11287,T18408,67605-85-0,CCCC(=O)N[C@H]1CCOC1=O,C8H13NO3,171.2,0.22,55.4,1,3,3,0,1,0.75,12,0,0,none,0.5538,0.4295,0.5041,T18408
11288,T70188,179325-62-3,COc1ccc(-c2cc(C(OC)(OC)c3ccc(Cl)c(C(N)=O)c3)nn2-c2ccc(OC)cc2)cc1,C27H26ClN3O5,507.97,4.8,97.83,1,6,9,4,4,0.185,36,1,0,none,0.679,0.2407,0.5037,T70188
11289,T3387,1802-12-6,COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,C31H48O7,532.72,4.33,124.29,4,6,3,0,5,0.871,38,0,0,none,0.5955,0.365,0.5033,T3387
11290,T1087,124832-27-5,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,C13H20N6O4,324.34,-0.8,151.14,3,8,7,2,2,0.538,23,0,0,none,0.1721,1.0,0.5032,T1087
11291,T0598,256-96-2,C1=Cc2ccccc2Nc2ccccc21,C14H11N,193.25,3.91,12.03,1,1,0,2,3,0.0,15,0,0,none,0.6743,0.2464,0.5031,T0598
11292,T14250,82209-36-7,NCCOCCOCCOCCOCCOCCOCCOCCOCCN,C18H40N2O8,412.52,-0.96,125.88,2,10,25,0,0,1.0,28,0,0,none,0.1894,0.9731,0.5029,T14250
11293,T6075,152044-54-7,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,C27H41NO6S,507.69,4.48,109.25,2,8,2,1,3,0.741,35,0,1,epoxide,0.7265,0.1676,0.5029,T6075
11294,T27857,1413405-33-0,N[C@@H](CCP(=O)(O)C(O)c1ccc(OCC(=O)O)cc1)C(=O)O,C13H18NO8P,347.26,0.21,167.38,5,6,9,1,1,0.385,23,0,0,none,0.1713,1.0,0.5028,T27857
11295,T4785,32462-30-9,N[C@H](C(=O)O)c1ccc(O)cc1,C8H9NO3,167.16,0.48,83.55,3,3,2,1,1,0.125,12,0,0,none,0.6081,0.3445,0.5027,T4785
11296,T23291,71301-82-1,N[C@H](C(=O)O)c1cccc(O)c1,C8H9NO3,167.16,0.48,83.55,3,3,2,1,1,0.125,12,0,0,none,0.6081,0.3445,0.5027,T23291
11297,T23259,31932-87-3,NC(C(=O)O)c1cccc(O)c1,C8H9NO3,167.16,0.48,83.55,3,3,2,1,1,0.125,12,0,0,none,0.6081,0.3445,0.5027,T23259
11298,T21059,1251765-07-7,CCCSc1nc(N)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,C14H22N6O4S,370.44,-0.65,152.43,4,10,7,2,3,0.714,25,0,0,none,0.1708,1.0,0.5025,T21059
11299,T27798,142139-60-4,COc1ccc(C(C)(C)NC(=O)[C@H]2CC[C@H]3[C@@H]4CC[C@H]5NC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)cc1,C29H40N2O3,464.65,4.96,67.43,2,3,4,1,5,0.655,34,0,1,michael_acrylamide,0.705,0.1986,0.5025,T27798
11300,T7817,1103522-45-7,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,C16H14Br2N6O4S,546.2,2.53,142.21,2,8,8,3,3,0.125,29,2,0,none,0.6411,0.294,0.5023,T7817
11301,T34685,131865-88-8,Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C18H20ClN5O5,421.84,0.29,148.77,4,9,6,3,4,0.389,29,1,0,none,0.2148,0.9332,0.5021,T34685
11302,T5672,66422-95-5,Nc1ccc(OCCO)c(N)c1,C8H12N2O2,168.2,0.22,81.5,3,4,3,1,1,0.25,12,0,0,none,0.5836,0.3799,0.5021,T5672
11303,T35529,1402452-10-1,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,C26H27N7O3S,517.62,4.26,129.21,3,7,7,4,4,0.154,37,0,0,none,0.5747,0.3933,0.5021,T35529
11304,T6747,76939-46-3,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,C10H11BrN5O6P,408.11,-0.05,154.84,3,9,1,2,4,0.5,23,1,0,none,0.177,0.9894,0.502,T35424;T6747
11305,T2901,552-66-9,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,C21H20O9,416.38,0.34,149.82,5,9,4,3,4,0.286,30,0,0,none,0.2169,0.9296,0.502,T2901
11306,T25538,247079-84-1,C[N+](C)(C)CC#CCOC1=NOCC1,C10H17N2O2+,197.26,0.45,30.82,0,3,2,0,1,0.7,14,0,0,none,0.4731,0.5448,0.5018,T25538
11307,TN7136,164353-61-1,Cc1cccc2c(C=O)cn(C)c12,C11H11NO,173.21,2.3,22.0,0,1,1,2,2,0.182,13,0,1,aldehyde,0.8006,0.0533,0.5017,TN7136
11308,T5757,29748-10-5,COC(=O)C1=CO[C@@H](O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12,C11H16O5,228.24,0.03,75.99,2,5,1,0,2,0.727,16,0,1,michael_acrylate,0.5375,0.4477,0.5015,T5757
11309,TN6884,1076-56-8,COc1cc(C)ccc1C(C)C,C11H16O,164.25,3.13,9.23,0,1,2,1,1,0.455,12,0,0,none,0.7058,0.1941,0.5011,TN6884
11310,TN6780,6379-73-3,COc1cc(C(C)C)ccc1C,C11H16O,164.25,3.13,9.23,0,1,2,1,1,0.455,12,0,0,none,0.7058,0.1941,0.5011,TN6780
11311,T3937,7389-87-9,COC(=O)[C@@H](N)Cc1cnc[nH]1,C7H11N3O2,169.18,-0.55,81.0,2,4,3,1,1,0.429,12,0,0,none,0.5543,0.4214,0.5011,T3937
11312,T37349,57966-95-7,CCNC(=O)NC(=O)C(C#N)=NOC,C7H10N4O3,198.18,-0.64,103.58,2,5,3,0,0,0.429,14,0,0,none,0.4689,0.5492,0.501,T37349
11313,T2239,871038-72-1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,C20H21FN6O5,444.42,0.91,152.24,3,8,6,3,3,0.3,32,1,0,none,0.2955,0.8088,0.5008,T2239;T2239L
11314,T4934,332-80-9,Cn1cnc(C[C@H](N)C(=O)O)c1,C7H11N3O2,169.18,-0.63,81.14,2,3,3,1,1,0.429,12,0,0,none,0.5534,0.4214,0.5006,T4934
11315,T8274,368-16-1,Cn1cncc1C[C@H](N)C(=O)O,C7H11N3O2,169.18,-0.63,81.14,2,3,3,1,1,0.429,12,0,0,none,0.5534,0.4214,0.5006,T8274
11316,T21334,65002-17-7,CC(C)(S)C(=O)NC(CS)C(=O)O,C7H13NO3S2,223.32,0.19,66.4,4,4,4,0,0,0.714,13,0,1,free_thiol,0.552,0.4228,0.5003,T21334
11317,T5402,1429617-90-2,CCc1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2ccnn2c1,C30H29F3N6O,546.6,4.71,65.77,1,5,5,4,5,0.3,40,3,0,none,0.7369,0.1451,0.5002,T5402
11318,T84156,10233-13-3,CCCCCCCCCCCC(=O)OC(C)C,C15H30O2,242.4,4.86,26.3,0,2,11,0,0,0.933,17,0,0,none,0.5103,0.4849,0.5001,T84156
11319,T7447,106941-25-7,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,C8H12N5O4P,273.19,-0.44,136.38,3,6,5,2,2,0.375,18,0,0,none,0.2275,0.9085,0.4999,T7447
11320,T5091,2226521-65-7,CN(C)C(=O)/C(C#N)=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,C24H24N6O2,428.5,4.67,103.74,1,5,4,4,5,0.333,32,0,2,michael_acrylamide;michael_acrylonitrile,0.6906,0.2134,0.4997,T5091
11321,T15044,83373-60-8,S=C(S)OC1CC2CC1C1CCCC21,C11H16OS2,228.38,3.04,9.23,1,2,1,0,3,0.909,14,0,1,free_thiol,0.6723,0.2407,0.4996,T15044
11322,T60014,2647441-36-7,CC(C)C(=O)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,C16H19N5O5,361.36,-0.65,155.99,3,9,4,2,3,0.5,26,0,0,none,0.1654,1.0,0.4993,T60014
11323,T7819,2088323-16-2,C=CC(=O)N1CCCC(n2nc(C(=O)Nc3ccc(CC(=O)N(C)C)c(C)c3C)c3c(N)ncnc32)C1,C26H32N8O3,504.6,2.26,139.34,2,7,6,3,4,0.385,37,0,1,michael_acrylamide,0.644,0.2823,0.4993,T7819
11324,T9292,234779-34-1,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1NCCO,C14H11N3O5,301.26,0.84,112.78,2,6,4,2,3,0.143,22,0,2,nitro_aromatic;hydrazine,0.5277,0.4565,0.4992,T9292
11325,T5755,30861-27-9,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2o1,C19H22O9,394.38,-0.55,157.66,5,9,4,2,3,0.474,28,0,0,none,0.1646,1.0,0.4988,T5755
11326,T15772,63610-09-3,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,C11H6ClN3O6,311.64,0.26,156.59,4,5,2,1,1,0.0,21,1,0,none,0.198,0.9502,0.4988,T15772;T4566
11327,T5228,583-08-4,O=C(O)CNC(=O)c1cccnc1,C8H8N2O3,180.16,-0.1,79.29,2,3,3,1,1,0.125,13,0,0,none,0.5652,0.3986,0.4985,T5228
11328,T85495,1997/5/2,O=C(O)c1cc(S(=O)(=O)O)ccc1O,C7H6O6S,218.19,0.34,111.9,3,4,2,1,1,0.0,14,0,0,none,0.4659,0.547,0.4984,T85495
11329,TN1200,24512-60-5,CC(=O)O[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@]4(O)C[C@@H](O)CC[C@]4(C=O)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,C26H32O8,472.53,2.09,126.57,2,8,3,1,6,0.731,34,0,2,epoxide;aldehyde,0.7016,0.1937,0.4984,TN1200
11330,T1108,140-40-9,CC(=O)Nc1ncc([N+](=O)[O-])s1,C5H5N3O3S,187.18,1.01,85.13,1,5,2,1,1,0.2,12,0,1,nitro_aromatic,0.6982,0.1983,0.4983,T1108
11331,T6690,293754-55-9,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C17H12F9NO3S,481.34,4.76,57.61,1,3,5,2,2,0.294,31,9,0,none,0.7544,0.1143,0.4983,T6690
11332,TN6603,161596-47-0,O=C1c2ccccc2C(=O)N1C[C@H]1CO1,C11H9NO3,203.2,0.68,49.91,0,3,2,1,3,0.273,15,0,1,epoxide,0.6361,0.2914,0.4982,TN6603
11333,T14060,55750-53-3,O=C(O)CCCCCN1C(=O)C=CC1=O,C10H13NO4,211.22,0.56,74.68,1,3,6,0,1,0.5,15,0,1,michael_acrylamide,0.5886,0.3623,0.4981,T14060
11334,TN6730,18385-59-6,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)C(=O)[C@@H]4O[C@]43[C@@]21C,C28H34O6,466.57,4.63,86.11,0,6,2,1,6,0.679,34,0,2,michael_vinylketone;epoxide,0.7879,0.0629,0.4979,TN6730
11335,TN6937,3237-44-3,CC(C)C(O)(CC(=O)O)C(=O)O,C7H12O5,176.17,-0.07,94.83,3,3,4,0,0,0.714,12,0,0,none,0.5298,0.4502,0.4979,TN6937
11336,T2210,6902-77-8,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12,C11H14O5,226.23,-0.05,75.99,2,5,2,0,2,0.545,16,0,1,michael_acrylate,0.5378,0.4375,0.4977,T2210
11337,T84181,7425-14-1,CCCCC(CC)COC(=O)C(CC)CCCC,C16H32O2,256.43,4.96,26.3,0,2,11,0,0,0.938,18,0,0,none,0.486,0.515,0.4976,T84181
11338,T37906,55-43-6,ClCCN(Cc1ccccc1)Cc1ccccc1,C16H18ClN,259.78,3.93,3.24,0,1,6,2,2,0.25,18,1,1,reactive_alkyl_halide,0.6303,0.2987,0.4976,T37906
11339,T35407,3316-02-7,O=S(=O)(O)c1cc(O)c2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,C10H8O10S3,384.37,0.29,183.34,4,7,3,2,2,0.0,23,0,0,none,0.1891,0.9598,0.4974,T35407
11340,T7849,4605-14-5,NCCCNCCCNCCCN,C9H24N4,188.32,-0.75,76.1,4,4,10,0,0,1.0,13,0,0,none,0.4933,0.5035,0.4974,T7849
11341,T0133,91832-40-5,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,C14H13N5O5S2,395.42,-0.17,158.21,4,9,5,1,3,0.214,26,0,0,none,0.1724,0.9844,0.4972,T0133
11342,T207078,1873-54-7,CCc1cnc2ccccc2c1,C11H11N,157.22,2.8,12.89,0,1,1,2,2,0.182,12,0,0,none,0.7289,0.1495,0.4971,T207078
11343,TN9488,19655-56-2,CCc1cccc2cccnc12,C11H11N,157.22,2.8,12.89,0,1,1,2,2,0.182,12,0,0,none,0.7289,0.1495,0.4971,TN9488
11344,T9576,1393653-34-3,COc1cc(C2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,C28H32F3N5O2,527.59,4.87,93.37,2,6,9,3,4,0.393,38,3,0,none,0.7075,0.1815,0.4971,T9576
11345,TCO2745,60-92-4,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,C10H12N5O6P,329.21,-0.82,154.84,3,9,1,2,4,0.5,22,0,0,none,0.1616,1.0,0.497,TCO2745;TYD-00760
11346,TN2999,79-77-6,CC(=O)/C=C/C1=C(C)CCCC1(C)C,C13H20O,192.3,3.66,17.07,0,1,2,0,1,0.615,14,0,1,michael_vinylketone,0.7329,0.1424,0.4967,TN2999
11347,TN6742,23726-91-2,C/C=C/C(=O)C1=C(C)CCCC1(C)C,C13H20O,192.3,3.66,17.07,0,1,2,0,1,0.615,14,0,1,michael_vinylketone,0.7329,0.1424,0.4967,TN6742
11348,T7927,14901-07-6,CC(=O)C=CC1=C(C)CCCC1(C)C,C13H20O,192.3,3.66,17.07,0,1,2,0,1,0.615,14,0,1,michael_vinylketone,0.7329,0.1424,0.4967,T7927
11349,T2P2870,23696-85-7,CC=CC(=O)C1=C(C)C=CCC1(C)C,C13H18O,190.29,3.43,17.07,0,1,2,0,1,0.462,14,0,1,michael_vinylketone,0.7385,0.1331,0.4963,T2P2870
11350,T19210,109276-34-8,NNC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,C16H29N5O3S,371.51,0.38,125.35,5,5,11,0,2,0.812,25,0,1,hydrazine,0.271,0.8341,0.4962,T19210
11351,T20314,550-44-7,CN1C(=O)c2ccccc2C1=O,C9H7NO2,161.16,0.91,37.38,0,2,0,1,2,0.111,12,0,0,none,0.6148,0.3177,0.496,T20314
11352,T37298,59981-63-4,O=C(O)[C@@H]1Cc2nc[nH]c2CN1,C7H9N3O2,167.17,-0.49,78.01,3,3,1,1,2,0.429,12,0,0,none,0.5511,0.4133,0.496,T37298
11353,T15097,51481-10-8,CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@]31CO1,C15H20O6,296.32,-0.84,99.52,3,6,1,0,4,0.8,21,0,2,michael_vinylketone;epoxide,0.4902,0.5048,0.496,T15097
11354,T10419,451493-31-5,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,C27H28ClFN6O,507.01,4.67,73.39,2,6,5,3,4,0.296,36,2,1,michael_acrylamide,0.7775,0.0735,0.4959,T10419
11355,T7135,102-02-3,N=C(N)NC(=N)Nc1ccccc1,C8H11N5,177.21,0.52,97.78,5,2,1,1,1,0.0,13,0,0,none,0.59,0.3546,0.4958,T7135
11356,T8232,77855-76-6,O=C(O)COCCOCCOCCOCCOCCOCC(=O)O,C14H26O10,354.35,-0.74,129.98,2,8,19,0,0,0.857,24,0,0,none,0.1592,1.0,0.4955,T8232
11357,T24711,524-40-3,COc1ccn(C)c(=O)c1C#N,C8H8N2O2,164.16,0.27,55.02,0,3,1,1,1,0.25,12,0,0,none,0.583,0.364,0.4954,T24711
11358,T71036L,,Nc1ncnc2c1ncn2CCOCP(=O)(O)OP(=O)(O)O,C8H13N5O7P2,353.17,-0.32,182.91,4,8,7,2,2,0.375,22,0,0,none,0.1588,1.0,0.4953,T71036L
11359,T87768L,,Cc1nnc(-c2ccc(OCCCNC(=O)CCN3C(=O)C=CC3=O)cc2)nn1,C19H20N6O4,396.41,0.44,127.27,1,8,9,2,3,0.316,29,0,1,michael_acrylamide,0.3209,0.7569,0.4953,T87768L
