Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs,Nearest_Reference,Ref_Target,Ref_Mechanism,Ref_Tanimoto,Chemotype,Chemotype_Target,Chemotype_Mechanism,Chemotype_Weight,S_mech,Murcko_Scaffold,S_nomination
1954,T29097,869853-70-3,c1ccc(Cn2nnc3c(Sc4ncco4)ncnc32)cc1,C14H10N6OS,310.34,2.41,82.52,0,7,4,4,4,0.071,22,0,0,none,0.9686,0.9647,0.9671,T29097,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.156,无明确优势骨架命中,,,0.0,0.1556,c1ccc(Cn2nnc3c(Sc4ncco4)ncnc32)cc1,0.5614
1955,T3S1227,13395-02-3,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,C17H11NO4,293.28,3.3,56.79,1,4,1,3,5,0.118,22,0,0,none,0.9959,0.9237,0.9671,T3S1227,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.282,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.5292,O=C1Nc2cc3ccccc3c3c4c(cc1c23)OCO4,0.7482
1956,T11394,2304549-73-1,O=C1CN(c2cn[nH]c(=O)c2Cl)CCN1Cc1ccccc1C(F)(F)F,C16H14ClF3N4O2,386.76,2.29,69.3,1,4,3,2,3,0.312,26,4,0,none,0.9903,0.9323,0.9671,T11394,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.153,无明确优势骨架命中,,,0.0,0.1529,O=C1CN(c2cn[nH]c(=O)c2)CCN1Cc1ccccc1,0.56
1957,T202605,935685-90-8,Cc1nc(C#Cc2ccc(-c3cc(F)cc(C#N)c3)nc2)cs1,C18H10FN3S,319.36,3.92,49.57,0,4,1,3,3,0.056,23,1,0,none,0.9572,0.9818,0.967,T202605,A-769662,"AMPK (direct, beta1)",直接变构激活 AMPK beta1 亚基，磷酸化 ACC1/2 抑制 DNL,0.145,无明确优势骨架命中,,,0.0,0.1447,C(#Cc1cscn1)c1ccc(-c2ccccc2)nc1,0.5558
1958,T28112,1197196-63-6,COc1cc2nc(N3CCOCC3)nc(NC3CCN(C)CC3)c2cc1OC,C20H29N5O3,387.48,1.99,71.98,1,8,5,2,4,0.6,28,0,0,none,0.9451,1.0,0.967,T28112,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.262,无明确优势骨架命中,,,0.0,0.2619,c1ccc2c(NC3CCNCC3)nc(N3CCOCC3)nc2c1,0.6144
1959,T8815,64748-79-4,O=C1CN(/N=C/c2ncc(-c3ccc(Br)cc3)o2)C(=O)N1,C13H9BrN4O3,349.14,1.99,87.8,1,5,3,2,3,0.077,21,1,0,none,0.9451,1.0,0.967,T8815,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.145,无明确优势骨架命中,,,0.0,0.1447,O=C1CN(N=Cc2ncc(-c3ccccc3)o2)C(=O)N1,0.5558
1960,T6140,792173-99-0,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1,C17H13N5O2,319.32,3.72,92.94,2,5,2,4,4,0.059,24,0,0,none,0.9566,0.9826,0.967,T6140,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.172,无明确优势骨架命中,,,0.0,0.1724,O=C(Nc1ccc2ncoc2c1)Nc1ccnc2cccnc12,0.5697
1961,T4S1335,2034-69-7,COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O,C19H12O7,352.3,3.41,99.11,1,7,3,4,4,0.053,26,0,0,none,0.9448,1.0,0.9669,T4S1335,ACC inhibitor chemotype (firsocostat-like proxy),ACC1/ACC2,变构抑制乙酰辅酶A羧化酶，降低丙二酰辅酶A、阻断新发脂质合成(DNL)并解除 CPT1 抑制,0.182,无明确优势骨架命中,,,0.0,0.1818,O=c1ccc2ccc(Oc3cc4ccccc4oc3=O)cc2o1,0.5744
1962,T1155,31431-39-7,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,C16H13N3O3,295.3,2.97,84.08,2,4,3,3,3,0.062,22,0,0,none,1.0,0.9169,0.9668,T1155,Fenofibric acid,PPAR-alpha,激活 PPAR-alpha 上调 CPT1/ACOX1，增强线粒体与过氧化物酶体脂肪酸氧化,0.25,无明确优势骨架命中,,,0.0,0.25,O=C(c1ccccc1)c1ccc2[nH]cnc2c1,0.6084
1963,T64323,144120-53-6,C=CCOC(=O)[C@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C22H21NO6,395.41,3.1,101.93,2,5,8,2,3,0.227,29,0,0,none,0.9529,0.9877,0.9668,T64323,Atorvastatin,HMGCR,HMG-CoA 还原酶抑制，降低胆固醇合成并上调 LDLR,0.2,无明确优势骨架命中,,,0.0,0.2,c1ccc2c(c1)Cc1ccccc1-2,0.5834
1964,T4548,81262-93-3,CC[C@@H](NC(C)C)[C@@H](O)c1ccc(O)c2[nH]c(=O)ccc12,C16H22N2O3,290.36,2.04,85.35,4,4,5,2,2,0.438,21,0,0,none,0.9555,0.9838,0.9668,T4548,VK2809 active acid (MB07344),THR-beta,肝靶向 THR-beta 激动剂活性代谢物；促进脂肪酸氧化与 LDL-C 清除,0.143,无明确优势骨架命中,,,0.0,0.1429,O=c1ccc2ccccc2[nH]1,0.5548
1965,T27800,851371-22-7,c1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,C17H12N6O,316.32,3.33,89.62,1,7,4,4,4,0.0,24,0,0,none,0.9705,0.9614,0.9668,T27800,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.2,无明确优势骨架命中,,,0.0,0.2,c1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,0.5834
1966,T79659,352659-40-6,N#CSCC(=O)N1c2ccccc2CCc2ccccc21,C17H14N2OS,294.38,3.66,44.1,0,3,2,2,3,0.176,21,0,0,none,0.983,0.9423,0.9667,T79659,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.214,无明确优势骨架命中,,,0.0,0.2143,c1ccc2c(c1)CCc1ccccc1N2,0.5905
1967,T29131,712325-30-9,O=C(COc1ccc2ccccc2c1Br)Nc1cccnc1,C17H13BrN2O2,357.21,4.01,51.22,1,3,4,3,3,0.059,22,1,0,none,0.9442,1.0,0.9665,T29131,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.275,无明确优势骨架命中,,,0.0,0.2745,O=C(COc1ccc2ccccc2c1)Nc1cccnc1,0.6205
1968,T0076,144598-75-4,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,C23H27FN4O3,426.49,3.08,84.39,1,6,4,3,5,0.522,31,1,0,none,1.0,0.9161,0.9665,T0076,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.184,无明确优势骨架命中,,,0.0,0.1845,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,0.5755
1969,T1671,223673-61-8,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,C21H24N4O2S,396.52,2.77,100.27,4,6,9,3,3,0.238,28,0,0,none,0.9527,0.9871,0.9665,T1671,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.192,无明确优势骨架命中,,,0.0,0.1923,O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1,0.5794
1970,T72165,651769-78-7,O=C(Nc1ccc(Cl)cc1)c1ccc(-c2nnn[nH]2)cc1,C14H10ClN5O,299.72,2.77,83.56,2,4,3,3,3,0.0,21,1,0,none,1.0,0.916,0.9664,T72165,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.258,无明确优势骨架命中,,,0.0,0.2581,O=C(Nc1ccccc1)c1ccc(-c2nnn[nH]2)cc1,0.6122
1971,T4551,87848-99-5,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,C22H24N2O2,348.45,4.02,53.43,1,3,6,2,3,0.273,26,0,0,none,0.944,1.0,0.9664,T4551,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.198,无明确优势骨架命中,,,0.0,0.1975,C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,0.582
1972,T84321,2888704-84-3,FC(F)Oc1cc(Nc2cnc3cnn(CC4CCOCC4)c3n2)n[nH]1,C15H17F2N7O2,365.34,2.32,102.77,2,7,6,3,4,0.467,26,2,0,none,0.9439,1.0,0.9664,T84321,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.188,无明确优势骨架命中,,,0.0,0.1875,c1cc(Nc2cnc3cnn(CC4CCOCC4)c3n2)n[nH]1,0.577
1973,T3180,1193383-09-3,O=C(O)c1cnn(-c2nc3cc(OC(F)(F)F)c(Cl)cc3[nH]2)c1,C12H6ClF3N4O3,346.65,3.0,93.03,2,4,3,3,3,0.083,23,4,0,none,0.9971,0.9204,0.9664,T3180,GW4064,FXR,非甾体高效 FXR 激动剂工具化合物，抑制 DNL 相关转录程序,0.196,无明确优势骨架命中,,,0.0,0.1957,c1ccc2[nH]c(-n3cccn3)nc2c1,0.5811
1974,T8136,129273-38-7,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,C23H30N4O2S,426.59,3.37,56.75,0,6,6,2,5,0.609,30,0,0,none,1.0,0.9157,0.9663,T8136,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.143,无明确优势骨架命中,,,0.0,0.1429,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,0.5546
1975,TN2283,139122-81-9,C[C@]12CCC[C@@]3(COC1=O)[C@@H]1CC[C@@H]4C[C@@]1(CC[C@@H]32)C[C@@]4(C)O,C20H30O3,318.46,3.69,46.53,1,3,0,0,5,0.95,23,0,0,none,0.9439,1.0,0.9663,TN2283,Chenodeoxycholic acid,FXR,内源性 FXR 配体，调控胆汁酸稳态并抑制肝脏脂肪生成,0.139,无明确优势骨架命中,,,0.0,0.1392,O=C1OCC23CCCC1C2CCC12CCC(CCC13)C2,0.5528
1976,T7187,529488-28-6,CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCO4,C22H21N3O5,407.43,2.67,83.84,1,7,5,4,5,0.273,30,0,0,none,0.9705,0.96,0.9663,T7187,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.228,无明确优势骨架命中,,,0.0,0.2278,O=c1[nH]c2c3cc4c(cc3ncc2c2ccccc12)OCO4,0.5971
1977,T31081L,519052-02-9,CC[C@]1(c2cccc(NS(C)(=O)=O)c2)[C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@@H]21,C24H30N2O3S,426.58,2.8,69.64,2,4,6,2,5,0.5,30,0,0,none,1.0,0.9158,0.9663,T31081L,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.173,无明确优势骨架命中,,,0.0,0.1728,c1ccc(C2C3CN(CC4Cc5ccccc5C4)CC32)cc1,0.5696
1978,T4576,150915-41-6,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,C23H30N4O2S,426.59,3.37,56.75,0,6,6,2,5,0.609,30,0,0,none,1.0,0.9157,0.9663,T4576,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.143,无明确优势骨架命中,,,0.0,0.1429,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,0.5546
1979,T28628,1044871-04-6,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4CCCC4)c(C)c3)nc2c1,C24H29N3O4,423.51,3.7,76.68,1,6,7,3,4,0.417,31,0,0,none,0.9912,0.9289,0.9663,T28628,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.214,无明确优势骨架命中,,,0.0,0.2143,O=c1[nH]c(-c2ccc(OCCN3CCCC3)cc2)nc2ccccc12,0.5903
1980,T21715,1404562-17-9,Nc1ccc(-c2ccncc2)cc1NC(=O)N1CCCC1,C16H18N4O,282.35,2.96,71.25,2,3,2,2,3,0.25,21,0,0,none,1.0,0.9156,0.9662,T21715,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.303,杂芳基脲 (DGAT2/SCD1 型),DGAT2 / SCD1,杂芳基脲连接的哌啶醚母核，抑制 DGAT2 或 SCD1，减少甘油三酯与单不饱和脂肪酸生成，降低脂滴体积,0.68,0.609,O=C(Nc1cccc(-c2ccncc2)c1)N1CCCC1,0.7876
1981,T37792,443103-97-7,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3F)c2n1,C16H12FN5O,309.3,2.86,82.76,1,5,3,4,4,0.062,23,1,0,none,0.9705,0.9597,0.9662,T37792,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.115,无明确优势骨架命中,,,0.0,0.1149,c1ccc(Cn2ncc3c(-c4ccco4)ncnc32)cc1,0.5406
1982,T5S0229,480-43-3,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1,C16H14O5,286.28,2.81,75.99,2,5,2,2,3,0.188,21,0,0,none,1.0,0.9154,0.9662,T5S0229,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.762,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.82,O=C1CC(c2ccccc2)Oc2ccccc21,0.8931
1983,TN11272,520-29-6,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,C16H14O5,286.28,2.81,75.99,2,5,2,2,3,0.188,21,0,0,none,1.0,0.9154,0.9662,TN11272,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.738,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.82,O=C1CC(c2ccccc2)Oc2ccccc21,0.8931
1984,TN1126,2957-21-3,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,C16H14O5,286.28,2.81,75.99,2,5,2,2,3,0.188,21,0,0,none,1.0,0.9154,0.9662,TN1126,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.738,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.82,O=C1CC(c2ccccc2)Oc2ccccc21,0.8931
1985,T7939,162359-55-9,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,C19H33NO2,307.48,3.2,66.48,3,3,12,1,1,0.684,22,0,0,none,0.9437,1.0,0.9662,T2539;T7939,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.207,无明确优势骨架命中,,,0.0,0.2069,c1ccccc1,0.5866
1986,TN2041,33783-80-1,C=C(C)[C@@H](O)COc1c2ccoc2cc2oc(=O)ccc12,C16H14O5,286.28,2.86,72.81,1,5,4,3,3,0.188,21,0,0,none,1.0,0.9154,0.9662,TN2041,Etomoxir,CPT1a (抑制剂/阴性对照),CPT1 不可逆抑制剂，作为脂肪酸氧化通路机制阴性对照,0.151,无明确优势骨架命中,,,0.0,0.1507,O=c1ccc2cc3ccoc3cc2o1,0.5584
1987,T9894,160969-03-9,CS(=O)(=O)OCCOc1ccccc1OCC(F)(F)F,C11H13F3O5S,314.28,1.98,61.83,0,5,7,1,1,0.455,20,3,0,none,0.9436,1.0,0.9662,T9894,Gemfibrozil,PPAR-alpha,苯氧戊酸类 PPAR-alpha 激动剂，抑制肝脏 VLDL-TG 分泌,0.222,无明确优势骨架命中,,,0.0,0.2222,c1ccccc1,0.5942
1988,T7315,1402608-02-9,NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,C23H21N5O,383.46,3.5,99.3,2,4,4,4,5,0.174,29,0,0,none,0.9437,1.0,0.9662,T7315,Atorvastatin,HMGCR,HMG-CoA 还原酶抑制，降低胆固醇合成并上调 LDLR,0.167,无明确优势骨架命中,,,0.0,0.1667,c1ccc(-c2c(-c3ccc(C4CCC4)cc3)nc3cccnn23)cc1,0.5664
1989,TN1116,98619-25-1,COc1cc2c(cc1O)C(=O)[C@@H](C)[C@@H](C)[C@@H]2c1ccc(OC)c(OC)c1,C21H24O5,356.42,4.02,64.99,1,5,4,2,3,0.381,26,0,0,none,0.9434,1.0,0.9661,TN1116,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.194,无明确优势骨架命中,,,0.0,0.1935,O=C1CCC(c2ccccc2)c2ccccc21,0.5798
1990,T1317,485-71-2,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,C19H22N2O,294.4,3.16,36.36,1,3,3,2,5,0.421,22,0,0,none,0.9447,0.9982,0.9661,T1317,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.145,无明确优势骨架命中,,,0.0,0.1446,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,0.5554
1991,T0012,118-10-5,C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,C19H22N2O,294.4,3.16,36.36,1,3,3,2,5,0.421,22,0,0,none,0.9447,0.9982,0.9661,T0012,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.145,无明确优势骨架命中,,,0.0,0.1446,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,0.5554
1992,T72501,502654-40-2,Cc1ncsc1CCOc1ccc(-c2cc[nH]n2)cc1,C15H15N3OS,285.37,3.46,50.8,1,4,5,3,3,0.2,20,0,0,none,1.0,0.915,0.966,T72501,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.258,无明确优势骨架命中,,,0.0,0.2576,c1cc(-c2ccc(OCCc3cncs3)cc2)n[nH]1,0.6118
1993,TN1146,53846-50-7,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,C20H20O5,340.38,4.02,86.99,3,5,3,2,3,0.25,25,0,0,none,0.9434,1.0,0.966,TN1146,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.529,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.7994,O=C1CC(c2ccccc2)Oc2ccccc21,0.8827
1994,T11029,2029049-77-0,O=C(CCNC(=O)c1ccc(C(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,C21H21F3N2O2,390.41,4.02,58.2,2,2,5,2,3,0.333,28,3,0,none,0.9433,1.0,0.966,T11029,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.236,无明确优势骨架命中,,,0.0,0.2361,O=C(CCNC(=O)c1ccccc1)NC1CCCc2ccccc21,0.601
1995,TN1325,68236-13-5,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,C20H20O5,340.38,4.02,86.99,3,5,3,2,3,0.25,25,0,0,none,0.9434,1.0,0.966,TN1325,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.569,黄酮/黄烷酮母核,AMPK / SREBP-1c,黄酮类多酚激活 AMPK-SIRT1 轴，抑制 SREBP-1c/FAS/ACC 表达并促进脂噬,0.6,0.82,O=C1CC(c2ccccc2)Oc2ccccc21,0.893
1996,T3S1692,36062-07-4,COc1cc(CCC(O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O,C21H28O6,376.45,2.79,99.38,4,6,10,2,2,0.429,27,0,0,none,0.9433,1.0,0.966,T3S1692,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.212,无明确优势骨架命中,,,0.0,0.2121,c1ccc(CCCCCCCc2ccccc2)cc1,0.589
1997,T27679,953428-73-4,CN(C)C(=O)CCn1nc(Nc2ccc3c(c2)OC(F)(F)O3)nc1-c1ccncc1,C19H18F2N6O3,416.39,2.88,94.4,1,7,6,3,4,0.263,30,2,0,none,0.9939,0.9239,0.9659,T27679,Fenretinide (4-HPR),DES1 / RBP4,视黄酰胺，抑制二氢神经酰胺去饱和酶，改善肝脂肪变,0.174,无明确优势骨架命中,,,0.0,0.1739,c1cc(-c2nc(Nc3ccc4c(c3)OCO4)n[nH]2)ccn1,0.5699
1998,T8384,121577-32-0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C19H22FN3O4,375.4,1.98,83.8,2,5,4,2,4,0.474,27,1,0,none,0.9432,1.0,0.9659,T1293;T8384,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.176,无明确优势骨架命中,,,0.0,0.1757,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,0.5708
1999,T5405,2163056-91-3,CN(C)C(=O)Cn1cc(-c2ccc(-c3cncc4ccccc34)cc2)cn1,C22H20N4O,356.43,3.85,51.02,0,3,4,4,4,0.136,27,0,0,none,0.9432,1.0,0.9659,T5405,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.193,无明确优势骨架命中,,,0.0,0.1932,c1ccc2c(-c3ccc(-c4cn[nH]c4)cc3)cncc2c1,0.5796
2000,T77709,851396-73-1,O=C(CSc1nnc(-c2ccncc2)n1-c1ccc(F)cc1)c1ccc[nH]1,C19H14FN5OS,379.42,3.77,76.46,1,5,6,4,4,0.053,27,1,0,none,0.9542,0.9836,0.9659,T77709,Ezetimibe,NPC1L1,抑制胆固醇再摄取，降低肝内胆固醇酯负荷,0.177,无明确优势骨架命中,,,0.0,0.1772,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)c1ccc[nH]1,0.5716
2001,T8331,16082-64-7,Nc1ccccc1S(=O)(=O)Nc1cccc2cccnc12,C15H13N3O2S,299.36,2.62,85.08,2,4,3,3,3,0.0,21,0,0,none,1.0,0.9148,0.9659,T8331,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.163,无明确优势骨架命中,,,0.0,0.1633,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1,0.5646
2002,T3403,59870-68-7,CC1(C)C=Cc2c(ccc3c2OC[C@@H](c2ccc(O)cc2O)C3)O1,C20H20O4,324.38,4.0,58.92,2,4,1,2,4,0.3,24,0,0,none,0.9429,1.0,0.9658,T3403,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.246,无明确优势骨架命中,,,0.0,0.2462,C1=Cc2c(ccc3c2OCC(c2ccccc2)C3)OC1,0.606
2003,T8535,319492-82-5,COc1cc2nccc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC,C20H22N2O5,370.41,4.02,71.07,1,7,7,3,3,0.25,27,0,0,none,0.9428,1.0,0.9657,T8535,Trimetazidine,3-KAT (长链硫解酶),部分脂肪酸氧化抑制剂，代谢调节剂,0.2,无明确优势骨架命中,,,0.0,0.2,c1ccc(Nc2ccnc3ccccc23)cc1,0.5828
2004,T23840,23000-46-6,c1ccc(-n2ncc3c(N4CCCCC4)ncnc32)cc1,C16H17N5,279.35,2.81,46.84,0,4,2,3,4,0.312,21,0,0,none,0.9968,0.919,0.9657,T23840,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.14,无明确优势骨架命中,,,0.0,0.14,c1ccc(-n2ncc3c(N4CCCCC4)ncnc32)cc1,0.5529
2005,T4562,132036-88-5,Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,C17H17N3O,279.34,2.89,50.68,1,2,2,3,4,0.294,21,0,0,none,1.0,0.9144,0.9657,T4562;T4562L,Telmisartan,PPAR-gamma partial / AT1R,AT1 受体拮抗兼 PPAR-gamma 部分激动，文献报道减轻肝细胞脂肪变,0.176,无明确优势骨架命中,,,0.0,0.1758,O=C(c1c[nH]c2ccccc12)C1CCc2nc[nH]c2C1,0.5708
2006,T12877L,1293281-49-8,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,C21H22FN7O,407.45,2.02,80.04,0,6,3,3,5,0.381,30,1,0,none,0.9513,0.9869,0.9656,T12877L,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.182,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4293,O=C(c1ccccc1-n1nccn1)N1CC2CN(c3ncccn3)CC2C1,0.6974
2007,T1645,87333-19-5,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,C23H32N2O5,416.52,2.38,95.94,2,5,9,1,3,0.609,30,0,0,none,0.9709,0.9576,0.9656,T1645,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.198,无明确优势骨架命中,,,0.0,0.1977,O=C(CNCCCc1ccccc1)N1CCC2CCCC21,0.5816
